sku,category,description,unit,unit_price,currency,source,updated_at,tags
MAT-CAL-GRANDE-HIDRATADA-20-KILOS,CEMENTOS,Cal Grande hidratada 20 kilos,FDA,419.49,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Cal Grande hidratada 20 kilos CEMENTOS MINIBANNER CON LINK Cal Grande hidratada 20 kilos CEMENTOS
MAT-CEMENTO-BLANCO-TITAN-40-KILOS,CEMENTOS,Cemento Blanco Titan 40 kilos,FDA,1131.36,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Cemento Blanco Titan 40 kilos CEMENTOS MINIBANNER CON LINK Cemento Blanco Titan 40 kilos CEMENTOS
MAT-CEMENTO-GRIS-94-LBS-TIPO-PORTLAND,CEMENTOS,Cemento Gris 94 lbs. Tipo Portland,FDA,461.86,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Cemento Gris 94 lbs. Tipo Portland CEMENTOS MINIBANNER CON LINK Cemento Gris 94 lbs. Tipo Portland CEMENTOS
MAT-MORTERO-PARA-BLOQUES-PEGA-BLOQUES-ANTILLANA-94-LBS,CEMENTOS,Mortero para bloques Pega Bloques Antillana 94 lbs.,FDA,317.80,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Mortero para bloques Pega Bloques Antillana 94 lbs. CEMENTOS MINIBANNER CON LINK Mortero para bloques Pega Bloques Antillana 94 lbs. CEMENTOS
MAT-MORTERO-PARA-EMPANETES-MEZCLA-ANTILLANA-94-LBS,CEMENTOS,Mortero para empañetes Mezcla Antillana 94 lbs.,FDA,343.22,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Mortero para empañetes Mezcla Antillana 94 lbs. CEMENTOS MINIBANNER CON LINK Mortero para empanetes Mezcla Antillana 94 lbs. CEMENTOS
MAT-MORTERO-PARA-CERAMICAS-PEGATOD-50-LBS,CEMENTOS,Mortero para cerámicas PegaTod 50 Lbs.,FDA,218.64,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Mortero para cerámicas PegaTod 50 Lbs. CEMENTOS 7-8 M2 por funda MINIBANNER CON LINK Mortero para ceramicas PegaTod 50 Lbs. CEMENTOS
MAT-MORTERO-PARA-CERAMICAS-PEGATOD-BLANCO-50-LBS,CEMENTOS,Mortero para cerámicas PegaTod Blanco 50 Lbs.,FDA,533.90,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Mortero para cerámicas PegaTod Blanco 50 Lbs. CEMENTOS MINIBANNER CON LINK Mortero para ceramicas PegaTod Blanco 50 Lbs. CEMENTOS
MAT-YESO-ESCAYOLA-E-30-55-LBS,CEMENTOS,Yeso Escayola E-30 55 Lbs.,FDA,334.75,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Yeso Escayola E-30 55 Lbs. CEMENTOS MINIBANNER CON LINK Yeso Escayola E-30 55 Lbs. CEMENTOS
MAT-ARENA-GRUESA-ITABO-LAVADA,AGREGADOS,Arena gruesa Itabo lavada,M3,1398.31,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Arena gruesa Itabo lavada AGREGADOS Praintex - Agregados y Botes Arena gruesa Itabo lavada AGREGADOS
MAT-ARENA-ITABO-DE-MINA,AGREGADOS,Arena Itabo de mina,M3,1398.31,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Arena Itabo de mina AGREGADOS Praintex - Agregados y Botes Arena Itabo de mina AGREGADOS
MAT-ARENA-FINA-PANETE-AZUL,AGREGADOS,Arena Fina Pañete azul,M3,1694.92,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Arena Fina Pañete azul AGREGADOS Praintex - Agregados y Botes Arena Fina Panete azul AGREGADOS
MAT-ARENA-TRITURADA-LAVADA-AZUL,AGREGADOS,Arena triturada lavada azul,M3,2381.36,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Arena triturada lavada azul AGREGADOS Praintex - Agregados y Botes Arena triturada lavada azul AGREGADOS
MAT-GRAVA-DE-3-4,AGREGADOS,"Grava de 3/4""",M3,1398.31,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Grava de 3/4"" AGREGADOS Praintex - Agregados y Botes Grava de 3/4"" AGREGADOS"
MAT-GRAVA-DE-1-2,AGREGADOS,"Grava de 1/2""",M3,1398.31,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Grava de 1/2"" AGREGADOS Praintex - Agregados y Botes Grava de 1/2"" AGREGADOS"
MAT-GRAVA-DE-3-8,AGREGADOS,"Grava de 3/8""",M3,1355.93,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Grava de 3/8"" AGREGADOS Praintex - Agregados y Botes Grava de 3/8"" AGREGADOS"
MAT-CALICHE,AGREGADOS,Caliche,M3,381.36,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Caliche AGREGADOS Praintex - Agregados y Botes Caliche AGREGADOS
MAT-GRANZOTE-GRUESO,AGREGADOS,Granzote grueso,M3,550.85,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Granzote grueso AGREGADOS Praintex - Agregados y Botes Granzote grueso AGREGADOS
MAT-GRANZOTE-FINO-O-GRAVILLITA,AGREGADOS,Granzote fino o gravillita,M3,635.59,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Granzote fino o gravillita AGREGADOS Praintex - Agregados y Botes Granzote fino o gravillita AGREGADOS
MAT-CASCAJO-DE-MINA-EN-MINA,AGREGADOS,Cascajo de mina (en mina),M3,677.97,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Cascajo de mina (en mina) AGREGADOS Praintex - Agregados y Botes Cascajo de mina (en mina) AGREGADOS
MAT-MATERIAL-DE-BASE-TRITURADO-EN-MINA,AGREGADOS,Material de base triturado (en mina),M3,805.08,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Material de base triturado (en mina) AGREGADOS Praintex - Agregados y Botes Material de base triturado (en mina) AGREGADOS
MAT-PIEDRA-PARA-MURO-DE-GAVIONES-EN-MINA,AGREGADOS,Piedra para muro de gaviones (en mina),M3,805.08,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Piedra para muro de gaviones (en mina) AGREGADOS Praintex - Agregados y Botes Piedra para muro de gaviones (en mina) AGREGADOS
MAT-TIERRA-NEGRA,AGREGADOS,Tierra Negra,M3,1101.69,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Tierra Negra AGREGADOS Praintex - Agregados y Botes Tierra Negra AGREGADOS
MAT-AGUA-PARA-HORMIGONES-Y-MORTEROS,AGREGADOS,Agua para hormigones y morteros,GL,1.50,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Agua para hormigones y morteros AGREGADOS MINIBANNER CON LINK Agua para hormigones y morteros AGREGADOS
MAT-CAMION-DE-AGUA-1-200GLS,AGREGADOS,"Camión de agua 1,200GLS",UND,3500.00,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Camión de agua 1,200GLS AGREGADOS MINIBANNER CON LINK Camion de agua 1,200GLS AGREGADOS"
MAT-BOTE-Y-CARGA-A-MANO-EN-CAMION-6M3,"TRANPORTE, CARGA Y BOTE MATERIAL",Bote y carga a mano en camión 6M3,UND,3500.00,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Bote y carga a mano en camión 6M3 TRANPORTE, CARGA Y BOTE MATERIAL Praintex - Agregados y Botes Bote y carga a mano en camion 6M3 TRANPORTE, CARGA Y BOTE MATERIAL"
MAT-BOTE-EN-CAMION-6M3-SOLO-BOTE-SIN-CARGA-MANUAL,"TRANPORTE, CARGA Y BOTE MATERIAL",Bote en camión 6M3 (solo bote sin carga manual),UND,3000.00,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Bote en camión 6M3 (solo bote sin carga manual) TRANPORTE, CARGA Y BOTE MATERIAL Praintex - Agregados y Botes Bote en camion 6M3 (solo bote sin carga manual) TRANPORTE, CARGA Y BOTE MATERIAL"
MAT-TRANSPORTE-CAMIONES-VOLTEO-ARRANQUE-0-5KMS-SOLO-TRANSP,"TRANPORTE, CARGA Y BOTE MATERIAL",Transporte camiones volteo (arranque 0-5Kms) - Solo transporte,M3E,130.00,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Transporte camiones volteo (arranque 0-5Kms) - Solo transporte TRANPORTE, CARGA Y BOTE MATERIAL Praintex - Agregados y Botes Transporte camiones volteo (arranque 0-5Kms) - Solo transporte TRANPORTE, CARGA Y BOTE MATERIAL"
MAT-TRANSP-CAMIONES-VOLTEO-POR-KMS-MIN-5KMS-SOLO-TRANSPORT,"TRANPORTE, CARGA Y BOTE MATERIAL",Transp. camiones volteo por Kms (Min 5kms)-Solo transporte,M3XKM,18.00,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Transp. camiones volteo por Kms (Min 5kms)-Solo transporte TRANPORTE, CARGA Y BOTE MATERIAL Praintex - Agregados y Botes Transp. camiones volteo por Kms (Min 5kms)-Solo transporte TRANPORTE, CARGA Y BOTE MATERIAL"
MAT-CARGA-DE-MATERIAL-CON-EQUIPO-SOLO-CARGA,"TRANPORTE, CARGA Y BOTE MATERIAL",Carga de material con equipo (solo carga),M3E,100.00,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Carga de material con equipo (solo carga) TRANPORTE, CARGA Y BOTE MATERIAL Praintex - Agregados y Botes Carga de material con equipo (solo carga) TRANPORTE, CARGA Y BOTE MATERIAL"
MAT-ACERO-VARILLA-GRADO-40-60-3-8-A-1-X-20-A-30-PIES,ACEROS,"Acero varilla Grado 40-60 3/8"" a 1"" x 20 a 30 pies",QQ,2872.03,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Acero varilla Grado 40-60 3/8"" a 1"" x 20 a 30 pies ACEROS MINIBANNER CON LINK Acero varilla Grado 40-60 3/8"" a 1"" x 20 a 30 pies ACEROS"
MAT-ACERO-MALLA-ELECTROSOLDADA-D2-3-X-D2-3-10-X-10-ROLLO-2,ACEROS,"Acero malla electrosoldada D2.3 x D2.3, 10 x 10,Rollo 2.4x40 m.",ROLLO,18437.29,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Acero malla electrosoldada D2.3 x D2.3, 10 x 10,Rollo 2.4x40 m. ACEROS 4.93qq - Area=96M2 MINIBANNER CON LINK Acero malla electrosoldada D2.3 x D2.3, 10 x 10,Rollo 2.4x40 m. ACEROS"
MAT-ACERO-MALLA-ELECTROSOLDADA-D2-3-X-D2-3-15-X-15-ROLLO-2,ACEROS,"Acero malla electrosoldada D2.3 x D2.3, 15 x 15,Rollo 2.4x40 m.",ROLLO,12802.88,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Acero malla electrosoldada D2.3 x D2.3, 15 x 15,Rollo 2.4x40 m. ACEROS 3.45qq - Area=96M2 MINIBANNER CON LINK Acero malla electrosoldada D2.3 x D2.3, 15 x 15,Rollo 2.4x40 m. ACEROS"
MAT-ACERO-MALLA-ELECTROSOLDADA-D2-3-X-D2-3-20-X-20-ROLLO-2,ACEROS,"Acero malla electrosoldada D2.3 x D2.3, 20 x 20,Rollo 2.4x40 m",ROLLO,9733.86,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Acero malla electrosoldada D2.3 x D2.3, 20 x 20,Rollo 2.4x40 m ACEROS 2.46qq - Area=96M2 MINIBANNER CON LINK Acero malla electrosoldada D2.3 x D2.3, 20 x 20,Rollo 2.4x40 m ACEROS"
MAT-ACERO-MALLA-ELECTROSOLDADA-D2-5-X-D2-5-10-X-10-ROLLO-2,ACEROS,"Acero malla electrosoldada D2.5 x D2.5, 10 x 10,Rollo 2.4x40 m.",ROLLO,20512.37,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Acero malla electrosoldada D2.5 x D2.5, 10 x 10,Rollo 2.4x40 m. ACEROS 5.36qq - Area=96M2 MINIBANNER CON LINK Acero malla electrosoldada D2.5 x D2.5, 10 x 10,Rollo 2.4x40 m. ACEROS"
MAT-ACERO-MALLA-ELECTROSOLDADA-D2-5-X-D2-5-15-X-15-ROLLO-2,ACEROS,"Acero malla electrosoldada D2.5 x D2.5, 15 x 15,Rollo 2.4x40 m.",ROLLO,13946.31,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Acero malla electrosoldada D2.5 x D2.5, 15 x 15,Rollo 2.4x40 m. ACEROS 3.75qq - Area=96M2 MINIBANNER CON LINK Acero malla electrosoldada D2.5 x D2.5, 15 x 15,Rollo 2.4x40 m. ACEROS"
MAT-ACERO-MALLA-ELECTROSOLDADA-D2-5-X-D2-5-20-X-20-ROLLO-2,ACEROS,"Acero malla electrosoldada D2.5 x D2.5, 20 x 20,Rollo 2.4x40 m.",ROLLO,10565.85,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Acero malla electrosoldada D2.5 x D2.5, 20 x 20,Rollo 2.4x40 m. ACEROS 2.68qq - Area=96M2 MINIBANNER CON LINK Acero malla electrosoldada D2.5 x D2.5, 20 x 20,Rollo 2.4x40 m. ACEROS"
MAT-ACERO-MALLA-ELECTROSOLDADA-D2-7-X-D2-7-10-X-10-ROLLO-2,ACEROS,"Acero malla electrosoldada D2.7 x D2.7, 10 x 10,Rollo 2.4x40 m.",ROLLO,22358.77,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Acero malla electrosoldada D2.7 x D2.7, 10 x 10,Rollo 2.4x40 m. ACEROS 5.79qq - Area=96M2 MINIBANNER CON LINK Acero malla electrosoldada D2.7 x D2.7, 10 x 10,Rollo 2.4x40 m. ACEROS"
MAT-ACERO-MALLA-ELECTROSOLDADA-D2-7-X-D2-7-15-X-15-ROLLO-2,ACEROS,"Acero malla electrosoldada D2.7 x D2.7, 15 x 15,Rollo 2.4x40 m.",ROLLO,18876.86,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Acero malla electrosoldada D2.7 x D2.7, 15 x 15,Rollo 2.4x40 m. ACEROS 4.05qq - Area=96M2 MINIBANNER CON LINK Acero malla electrosoldada D2.7 x D2.7, 15 x 15,Rollo 2.4x40 m. ACEROS"
MAT-ACERO-MALLA-ELECTROSOLDADA-D2-9-X-D2-9-10-X-10-ROLLO-2,ACEROS,"Acero malla electrosoldada D2.9 x D2.9, 10 x 10,Rollo 2.4x40 m.",ROLLO,22472.67,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Acero malla electrosoldada D2.9 x D2.9, 10 x 10,Rollo 2.4x40 m. ACEROS 6.22qq - Area=96M2 MINIBANNER CON LINK Acero malla electrosoldada D2.9 x D2.9, 10 x 10,Rollo 2.4x40 m. ACEROS"
MAT-ACERO-MALLA-ELECTROSOLDADA-D2-9-X-D2-9-15-X-15-ROLLO-2,ACEROS,"Acero malla electrosoldada D2.9 x D2.9, 15 x 15,Rollo 2.4x40 m.",ROLLO,17689.83,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Acero malla electrosoldada D2.9 x D2.9, 15 x 15,Rollo 2.4x40 m. ACEROS 4.35qq - Area=96M2 MINIBANNER CON LINK Acero malla electrosoldada D2.9 x D2.9, 15 x 15,Rollo 2.4x40 m. ACEROS"
MAT-ACERO-MALLA-ELECTROSOLDADA-D2-9-X-D2-9-20-X-20-ROLLO-2,ACEROS,"Acero malla electrosoldada D2.9 x D2.9, 20 x 20,Rollo 2.4x40 m.",ROLLO,12654.28,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Acero malla electrosoldada D2.9 x D2.9, 20 x 20,Rollo 2.4x40 m. ACEROS 3.11qq - Area=96M2 MINIBANNER CON LINK Acero malla electrosoldada D2.9 x D2.9, 20 x 20,Rollo 2.4x40 m. ACEROS"
MAT-ALAMBRE-GALVANIZADO-CALIBRE-18-VARILLAS,ACEROS,Alambre Galvanizado Calibre 18 (Varillas),LB,76.27,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Alambre Galvanizado Calibre 18 (Varillas) ACEROS MINIBANNER CON LINK Alambre Galvanizado Calibre 18 (Varillas) ACEROS
MAT-ALAMBRE-GALVANIZADO-CALIBRE-14-ENCOFRADOS,ACEROS,Alambre Galvanizado Calibre 14 (Encofrados),LB,76.27,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Alambre Galvanizado Calibre 14 (Encofrados) ACEROS MINIBANNER CON LINK Alambre Galvanizado Calibre 14 (Encofrados) ACEROS
MAT-CLAVOS-DE-ZINC,ACEROS,Clavos de zinc,LB,97.03,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Clavos de zinc ACEROS MINIBANNER CON LINK Clavos de zinc ACEROS
MAT-CLAVOS-CORRIENTES,ACEROS,Clavos Corrientes,LB,63.56,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Clavos Corrientes ACEROS MINIBANNER CON LINK Clavos Corrientes ACEROS
MAT-CLAVOS-DE-ACERO,ACEROS,Clavos de Acero,LB,123.14,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Clavos de Acero ACEROS MINIBANNER CON LINK Clavos de Acero ACEROS
MAT-ARTE-IMPRESION-Y-COLOCACION-VINIL-PARA-LETRERO,LETREROS DE OBRAS,"Arte, impresión y colocación vinil para letrero",UND,40677.97,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Arte, impresión y colocación vinil para letrero LETREROS DE OBRAS MINIBANNER CON LINK Arte, impresion y colocacion vinil para letrero LETREROS DE OBRAS"
MAT-ESTRUCTURA-METALICA-PARA-LETRERO-OBRA,LETREROS DE OBRAS,Estructura metálica para letrero obra,UND,48305.08,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Estructura metálica para letrero obra LETREROS DE OBRAS MINIBANNER CON LINK Estructura metalica para letrero obra LETREROS DE OBRAS
MAT-FUMIGACION-GENERAL-DE-EXCAVACIONES,FUMIGACION DE EXCAVACIONES/FUNDACIONES,Fumigación general de excavaciones,M2,162.71,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Fumigación general de excavaciones FUMIGACION DE EXCAVACIONES/FUNDACIONES MINIBANNER CON LINK Fumigacion general de excavaciones FUMIGACION DE EXCAVACIONES/FUNDACIONES
MAT-MADERA-BRUTA-PINO-AMERICANO,MADERAS Y CARPINTERIA,Madera bruta pino americano,PT,143.22,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Madera bruta pino americano MADERAS Y CARPINTERIA MINIBANNER CON LINK Madera bruta pino americano MADERAS Y CARPINTERIA
MAT-MADERA-CEPILLADA-PINO-AMERICANO,MADERAS Y CARPINTERIA,Madera cepillada pino americano,PT,143.22,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Madera cepillada pino americano MADERAS Y CARPINTERIA MINIBANNER CON LINK Madera cepillada pino americano MADERAS Y CARPINTERIA
MAT-MADERA-BRUTA-PINO-AMERICANO-TRATADO,MADERAS Y CARPINTERIA,Madera bruta pino americano tratado,PT,148.31,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Madera bruta pino americano tratado MADERAS Y CARPINTERIA MINIBANNER CON LINK Madera bruta pino americano tratado MADERAS Y CARPINTERIA
MAT-MADERA-CEPILLADA-PINO-AMERICANO-TRATADO,MADERAS Y CARPINTERIA,Madera cepillada pino americano tratado,PT,148.31,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Madera cepillada pino americano tratado MADERAS Y CARPINTERIA MINIBANNER CON LINK Madera cepillada pino americano tratado MADERAS Y CARPINTERIA
MAT-MADERA-BRUTA-PINO-CHILENO,MADERAS Y CARPINTERIA,Madera bruta pino chileno,PT,132.20,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Madera bruta pino chileno MADERAS Y CARPINTERIA MINIBANNER CON LINK Madera bruta pino chileno MADERAS Y CARPINTERIA
MAT-MADERA-CEPILLADA-PINO-CHILENO,MADERAS Y CARPINTERIA,Madera cepillada pino chileno,PT,132.20,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Madera cepillada pino chileno MADERAS Y CARPINTERIA MINIBANNER CON LINK Madera cepillada pino chileno MADERAS Y CARPINTERIA
MAT-MADERA-SINTETICA-COLOR-MARRON-OSCURO-150MM-X-25MM-X-5,MADERAS Y CARPINTERIA,Madera sintética color Marrón oscuro 150mm x 25mm x 5.8m,UND,1779.66,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Madera sintética color Marrón oscuro 150mm x 25mm x 5.8m MADERAS Y CARPINTERIA Plasticos Comerciales - Materiales generales Madera sintetica color Marron oscuro 150mm x 25mm x 5.8m MADERAS Y CARPINTERIA
MAT-MADERA-SINTETICA-COLOR-CAFE-145MM-X-25MM-X-5-8M,MADERAS Y CARPINTERIA,Madera sintética color Café 145mm x 25mm x 5.8m,UND,1610.17,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Madera sintética color Café 145mm x 25mm x 5.8m MADERAS Y CARPINTERIA Plasticos Comerciales - Materiales generales Madera sintetica color Cafe 145mm x 25mm x 5.8m MADERAS Y CARPINTERIA
MAT-MADERA-SINTETICA-COLOR-ROJA-100MM-X-17MM-X-5-8M,MADERAS Y CARPINTERIA,Madera sintética color Roja 100mm x 17mm x 5.8m,UND,1271.19,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Madera sintética color Roja 100mm x 17mm x 5.8m MADERAS Y CARPINTERIA Plasticos Comerciales - Materiales generales Madera sintetica color Roja 100mm x 17mm x 5.8m MADERAS Y CARPINTERIA
MAT-MADERA-SINTETICA-COLOR-ROBLE-COLOURMIX-147MM-X-25MM-X,MADERAS Y CARPINTERIA,Madera sintética color Roble Colourmix 147mm x 25mm x 5.8m,UND,2203.39,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Madera sintética color Roble Colourmix 147mm x 25mm x 5.8m MADERAS Y CARPINTERIA Plasticos Comerciales - Materiales generales Madera sintetica color Roble Colourmix 147mm x 25mm x 5.8m MADERAS Y CARPINTERIA
MAT-MADERA-SINTETICA-COLOR-BLANCA-COLOURMIX-150MM-X-25MM-X,MADERAS Y CARPINTERIA,Madera sintética color Blanca Colourmix 150mm x 25mm x 5.8m,UND,2457.63,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Madera sintética color Blanca Colourmix 150mm x 25mm x 5.8m MADERAS Y CARPINTERIA Plasticos Comerciales - Materiales generales Madera sintetica color Blanca Colourmix 150mm x 25mm x 5.8m MADERAS Y CARPINTERIA
MAT-MADERA-SINTETICA-GRIS-OSCURO-COLOURMIX-147MM-X-25MM-X,MADERAS Y CARPINTERIA,Madera sintética Gris Oscuro Colourmix 147mm x 25mm x 5.8m,UND,2203.39,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Madera sintética Gris Oscuro Colourmix 147mm x 25mm x 5.8m MADERAS Y CARPINTERIA Plasticos Comerciales - Materiales generales Madera sintetica Gris Oscuro Colourmix 147mm x 25mm x 5.8m MADERAS Y CARPINTERIA
MAT-MADERA-SINTETICA-DECK-LATITUDES-REVERSIBLE-COLOR-CEDRO,MADERAS Y CARPINTERIA,"Madera sintética Deck latitudes - reversible color Cedro 1-1/4"" x 6"" x 20'",UND,2627.12,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Madera sintética Deck latitudes - reversible color Cedro 1-1/4"" x 6"" x 20' MADERAS Y CARPINTERIA Plasticos Comerciales - Materiales generales Madera sintetica Deck latitudes - reversible color Cedro 1-1/4"" x 6"" x 20' MADERAS Y CARPINTERIA"
MAT-MADERA-SINTETICA-DECK-LATITUDES-REVERSIBLE-COLOR-GRIS,MADERAS Y CARPINTERIA,"Madera sintética Deck latitudes - reversible color gris 1-1/4"" x 6"" x 20'",UND,2627.12,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Madera sintética Deck latitudes - reversible color gris 1-1/4"" x 6"" x 20' MADERAS Y CARPINTERIA Plasticos Comerciales - Materiales generales Madera sintetica Deck latitudes - reversible color gris 1-1/4"" x 6"" x 20' MADERAS Y CARPINTERIA"
MAT-MADERA-SINTETICA-DECK-LATITUDES-REVERSIBLE-COLOR-SECOY,MADERAS Y CARPINTERIA,"Madera sintética Deck latitudes - reversible color Secoya-rojo 1-1/4"" x 6"" x 20'",UND,2627.12,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Madera sintética Deck latitudes - reversible color Secoya-rojo 1-1/4"" x 6"" x 20' MADERAS Y CARPINTERIA Plasticos Comerciales - Materiales generales Madera sintetica Deck latitudes - reversible color Secoya-rojo 1-1/4"" x 6"" x 20' MADERAS Y CARPINTERIA"
MAT-MADERA-SINTETICA-DECK-LATITUDES-REVERSIBLE-COLOR-NOGAL,MADERAS Y CARPINTERIA,"Madera sintética Deck latitudes - reversible color Nogal 1-1/4"" x 6"" x 20'",UND,2627.12,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Madera sintética Deck latitudes - reversible color Nogal 1-1/4"" x 6"" x 20' MADERAS Y CARPINTERIA Plasticos Comerciales - Materiales generales Madera sintetica Deck latitudes - reversible color Nogal 1-1/4"" x 6"" x 20' MADERAS Y CARPINTERIA"
MAT-MADERA-SINTETICA-DECK-DURALIFE-TECA-HARD-WOOD-GOLDEN-T,MADERAS Y CARPINTERIA,"Madera sintética Deck Duralife Teca-Hard wood Golden teak 0.9"" x 5.5"" x 16'",UND,2203.39,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Madera sintética Deck Duralife Teca-Hard wood Golden teak 0.9"" x 5.5"" x 16' MADERAS Y CARPINTERIA Plasticos Comerciales - Materiales generales Madera sintetica Deck Duralife Teca-Hard wood Golden teak 0.9"" x 5.5"" x 16' MADERAS Y CARPINTERIA"
MAT-MADERA-SINTETICA-DECK-DURALIFE-TECA-SIESTA-STARTER-0-9,MADERAS Y CARPINTERIA,"Madera sintética Deck Duralife Teca-Siesta Starter 0.9"" x 5.5"" x 16'",UND,2203.39,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Madera sintética Deck Duralife Teca-Siesta Starter 0.9"" x 5.5"" x 16' MADERAS Y CARPINTERIA Plasticos Comerciales - Materiales generales Madera sintetica Deck Duralife Teca-Siesta Starter 0.9"" x 5.5"" x 16' MADERAS Y CARPINTERIA"
