sku,category,description,unit,unit_price,currency,source,updated_at,tags
MAT-BANDEJA-PLASTICA,PINTURAS,Bandeja Plastica,UND,177.97,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Bandeja Plastica PINTURAS MINIBANNER CON LINK Bandeja Plastica PINTURAS
MAT-MOTA-ANTIGOTEO-LANCO,PINTURAS,Mota antigoteo Lanco,UND,311.02,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Mota antigoteo Lanco PINTURAS MINIBANNER CON LINK Mota antigoteo Lanco PINTURAS
MAT-MOTA-PARA-ROLO-SUPERFICIE-RUGOSO-LANCO,PINTURAS,Mota para rolo Superficie rugoso Lanco,UND,188.14,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Mota para rolo Superficie rugoso Lanco PINTURAS MINIBANNER CON LINK Mota para rolo Superficie rugoso Lanco PINTURAS
MAT-EXTENSION-TELESCOPICA-FIBRA-6-12-PIES,PINTURAS,Extension telescopica fibra 6-12 pies,UND,879.51,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Extension telescopica fibra 6-12 pies PINTURAS MINIBANNER CON LINK Extension telescopica fibra 6-12 pies PINTURAS
MAT-EXTENSION-TELESCOPICA-FIBRA-4-8-PIES,PINTURAS,Extension telescopica fibra 4-8 pies,UND,753.61,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Extension telescopica fibra 4-8 pies PINTURAS MINIBANNER CON LINK Extension telescopica fibra 4-8 pies PINTURAS
MAT-EXTENSION-TELESCOPICA-ALUM-2-4M-PREMIER,PINTURAS,Extension telescopica Alum. 2-4M Premier,UND,376.39,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Extension telescopica Alum. 2-4M Premier PINTURAS MINIBANNER CON LINK Extension telescopica Alum. 2-4M Premier PINTURAS
MAT-EXTENSION-TELESCOPICA-ALUM-6-12M-PREMIER,PINTURAS,Extension telescopica Alum. 6-12M Premier,UND,766.08,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Extension telescopica Alum. 6-12M Premier PINTURAS MINIBANNER CON LINK Extension telescopica Alum. 6-12M Premier PINTURAS
MAT-MASKING-TAPE-1-2,PINTURAS,"Masking Tape 1/2""",UND,35.59,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Masking Tape 1/2"" PINTURAS MINIBANNER CON LINK Masking Tape 1/2"" PINTURAS"
MAT-MASKING-TAPE-3-4,PINTURAS,"Masking Tape 3/4""",UND,46.61,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Masking Tape 3/4"" PINTURAS MINIBANNER CON LINK Masking Tape 3/4"" PINTURAS"
MAT-MASKING-TAPE-1,PINTURAS,"Masking Tape 1""",UND,55.08,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Masking Tape 1"" PINTURAS MINIBANNER CON LINK Masking Tape 1"" PINTURAS"
MAT-MASKING-TAPE-1-1-2,PINTURAS,"Masking Tape 1-1/2""",UND,67.80,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Masking Tape 1-1/2"" PINTURAS MINIBANNER CON LINK Masking Tape 1-1/2"" PINTURAS"
MAT-MASKING-TAPE-2,PINTURAS,"Masking Tape 2""",UND,93.22,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Masking Tape 2"" PINTURAS MINIBANNER CON LINK Masking Tape 2"" PINTURAS"
MAT-MASKING-TAPE-VERDE-3-4-X-55-M,PINTURAS,"Masking Tape verde 3/4"" x 55 m.",UND,166.95,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Masking Tape verde 3/4"" x 55 m. PINTURAS MINIBANNER CON LINK Masking Tape verde 3/4"" x 55 m. PINTURAS"
MAT-MASKING-TAPE-AZUL-3-4-X-60-YDAS,PINTURAS,"Masking Tape azul 3/4"" x 60 ydas",UND,180.51,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Masking Tape azul 3/4"" x 60 ydas PINTURAS MINIBANNER CON LINK Masking Tape azul 3/4"" x 60 ydas PINTURAS"
MAT-MASKING-TAPE-AZUL-2-X-60-YDAS,PINTURAS,"Masking Tape azul 2"" x 60 ydas",UND,339.83,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Masking Tape azul 2"" x 60 ydas PINTURAS MINIBANNER CON LINK Masking Tape azul 2"" x 60 ydas PINTURAS"
MAT-MASKING-TAPE-ORANGE-1-8-X-54-8M,PINTURAS,"Masking Tape Orange 1.8"" x 54.8M",UND,108.47,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Masking Tape Orange 1.8"" x 54.8M PINTURAS MINIBANNER CON LINK Masking Tape Orange 1.8"" x 54.8M PINTURAS"
MAT-TAPE-DE-ALUMINIO-2-X-10-YDAS,PINTURAS,"Tape de aluminio 2"" x 10 ydas",UND,110.17,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Tape de aluminio 2"" x 10 ydas PINTURAS MINIBANNER CON LINK Tape de aluminio 2"" x 10 ydas PINTURAS"
MAT-DUCT-TAPE-2-X-50-M,PINTURAS,"Duct Tape 2"" x 50 m",UND,205.08,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Duct Tape 2"" x 50 m PINTURAS MINIBANNER CON LINK Duct Tape 2"" x 50 m PINTURAS"
MAT-CINTA-PARA-EMPAQUE-TRANSPARENTE-18-X-1500Y,PINTURAS,"Cinta para empaque transparente 18"" x 1500Y",UND,771.19,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Cinta para empaque transparente 18"" x 1500Y PINTURAS MINIBANNER CON LINK Cinta para empaque transparente 18"" x 1500Y PINTURAS"
MAT-ANDAMIOS-GUINDOLAS,PINTURAS,Andamios - Guindolas,M2,162.71,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Andamios - Guindolas PINTURAS MINIBANNER CON LINK Andamios - Guindolas PINTURAS
MAT-PLANCHAS-DE-YESO-SHEETROCK-1-2-X-4-X-8-ULTRALIGHT,"CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS",Planchas de yeso Sheetrock 1/2 x 4 x 8 Ultralight,UND,803.98,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Planchas de yeso Sheetrock 1/2 x 4 x 8 Ultralight CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS MINIBANNER CON LINK Planchas de yeso Sheetrock 1/2 x 4 x 8 Ultralight CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS"
MAT-PLANCHAS-DE-YESO-LIGHTREY-1-2-X-4-X-8-PIES,"CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS",Planchas de yeso lightrey 1/2 x 4 x 8 pies,UND,773.48,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Planchas de yeso lightrey 1/2 x 4 x 8 pies CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS MINIBANNER CON LINK Planchas de yeso lightrey 1/2 x 4 x 8 pies CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS"
MAT-PLANCHA-DENS-GLASS-GOLD-1-2-X-4-X-8-PIES,"CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS","Plancha dens glass Gold 1/2"" x 4 x 8 pies",UND,2263.30,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Plancha dens glass Gold 1/2"" x 4 x 8 pies CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS MINIBANNER CON LINK Plancha dens glass Gold 1/2"" x 4 x 8 pies CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS"
MAT-PLANCHA-DUROCK-4-X-8-PIES-X-1-2,"CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS","Plancha Durock 4 x 8 pies x 1/2""",UND,2599.34,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Plancha Durock 4 x 8 pies x 1/2"" CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS MINIBANNER CON LINK Plancha Durock 4 x 8 pies x 1/2"" CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS"
MAT-PARALES-1-5-8-X-10-CAL-25,"CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS",Parales 1 5/8 x 10' Cal. 25,UND,153.19,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Parales 1 5/8 x 10' Cal. 25 CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS MINIBANNER CON LINK Parales 1 5/8 x 10' Cal. 25 CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS"
MAT-DURMIENTE-1-5-8-X-10-CAL-25,"CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS",Durmiente 1 5/8 x 10' Cal. 25,UND,129.07,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Durmiente 1 5/8 x 10' Cal. 25 CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS MINIBANNER CON LINK Durmiente 1 5/8 x 10' Cal. 25 CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS"
MAT-PARALES-1-5-8-X-10-CALIBRE-22,"CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS",Parales 1 5/8 x 10' Calibre 22,UND,306.15,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Parales 1 5/8 x 10' Calibre 22 CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS MINIBANNER CON LINK Parales 1 5/8 x 10' Calibre 22 CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS"
MAT-DURMIENTE-1-5-8-X-10-CALIBRE-22,"CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS",Durmiente 1 5/8 x 10' Calibre 22,UND,208.64,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Durmiente 1 5/8 x 10' Calibre 22 CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS MINIBANNER CON LINK Durmiente 1 5/8 x 10' Calibre 22 CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS"
MAT-PARALES-2-1-2-X-10-CAL-25,"CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS",Parales 2 1/2 x 10' Cal. 25,UND,188.37,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Parales 2 1/2 x 10' Cal. 25 CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS MINIBANNER CON LINK Parales 2 1/2 x 10' Cal. 25 CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS"
MAT-DURMIENTE-2-1-2-X-10-CAL-25,"CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS",Durmiente 2 1/2 x 10' Cal. 25,UND,144.61,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Durmiente 2 1/2 x 10' Cal. 25 CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS MINIBANNER CON LINK Durmiente 2 1/2 x 10' Cal. 25 CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS"
MAT-PARALES-STUDS-2-1-2-X-10-C22,"CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS","Parales - Studs 2-1/2"" x 10 C22",UND,361.53,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Parales - Studs 2-1/2"" x 10 C22 CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS MINIBANNER CON LINK Parales - Studs 2-1/2"" x 10 C22 CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS"
MAT-DURMIENTES-2-1-2-X-8-C22,"CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS","Durmientes - 2-1/2"" x 8 C22",UND,306.15,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Durmientes - 2-1/2"" x 8 C22 CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS MINIBANNER CON LINK Durmientes - 2-1/2"" x 8 C22 CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS"
MAT-PARALES-3-5-8-X-10-CALIBRE-22,"CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS",Parales 3 5/8 x 10' Calibre 22,UND,423.07,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Parales 3 5/8 x 10' Calibre 22 CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS MINIBANNER CON LINK Parales 3 5/8 x 10' Calibre 22 CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS"
MAT-DURMIENTES-3-5-8-X-10-CALIBRE-22,"CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS",Durmientes 3 5/8 x 10' Calibre 22,UND,306.38,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Durmientes 3 5/8 x 10' Calibre 22 CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS MINIBANNER CON LINK Durmientes 3 5/8 x 10' Calibre 22 CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS"
MAT-CINTA-DE-YESO-250-PL,"CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS",Cinta de yeso 250 PL,UND,158.68,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Cinta de yeso 250 PL CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS MINIBANNER CON LINK Cinta de yeso 250 PL CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS"
MAT-MASILLA-PARA-SHEETROCK-5GL,"CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS",Masilla para sheetrock 5GL,UND,1929.60,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Masilla para sheetrock 5GL CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS MINIBANNER CON LINK Masilla para sheetrock 5GL CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS"
MAT-CLAVOS-1-1-4-CON-ARANDELAS-CAJA-DE-100UNDS,"CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS","Clavos 1-1/4"" con arandelas Caja de 100unds",UND,473.35,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Clavos 1-1/4"" con arandelas Caja de 100unds CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS MINIBANNER CON LINK Clavos 1-1/4"" con arandelas Caja de 100unds CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS"
MAT-FULMINATES-GREEN-SHOTS-CAJA-DE-100UNDS,"CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS",Fulminates - Green Shots Caja de 100unds,UND,890.20,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Fulminates - Green Shots Caja de 100unds CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS MINIBANNER CON LINK Fulminates - Green Shots Caja de 100unds CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS"
MAT-TORNILLOS-6-X-1-1-4-LBS-293-TORN-LB,"CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS","Tornillos 6 x 1-1/4"" LBS 293 Torn/LB",LB,225.00,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Tornillos 6 x 1-1/4"" LBS 293 Torn/LB CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS MINIBANNER CON LINK Tornillos 6 x 1-1/4"" LBS 293 Torn/LB CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS"
MAT-TORNILLOS-7-X-7-16-LBS-354-TORN-LB,"CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS","Tornillos 7 x 7/16"" LBS 354 Torn/LB",LB,277.78,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Tornillos 7 x 7/16"" LBS 354 Torn/LB CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS MINIBANNER CON LINK Tornillos 7 x 7/16"" LBS 354 Torn/LB CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS"
MAT-ESQUINERO-METALICO-10-PIES-C30,"CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS",Esquinero metálico 10 pies C30,UND,112.33,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Esquinero metálico 10 pies C30 CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS MINIBANNER CON LINK Esquinero metalico 10 pies C30 CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS"
MAT-CINTA-DUROCK-2-300PL,"CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS","Cinta Durock 2"" 300PL",UND,352.12,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Cinta Durock 2"" 300PL CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS MINIBANNER CON LINK Cinta Durock 2"" 300PL CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS"
MAT-ESQUINERO-EN-VINIL-10-PL,"CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS",Esquinero en vinil 10 PL,UND,137.81,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Esquinero en vinil 10 PL CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS MINIBANNER CON LINK Esquinero en vinil 10 PL CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS"
MAT-CLAVO-DE-ACERO-PARA-PLAFON-100-1,"CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS",Clavo de acero para plafon 100/1,UND,2432.84,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Clavo de acero para plafon 100/1 CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS MINIBANNER CON LINK Clavo de acero para plafon 100/1 CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS"
MAT-PANEL-DE-ACCESO-PLASTICO-14X29,"CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS",Panel de acceso plástico 14x29,UND,2340.09,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Panel de acceso plástico 14x29 CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS MINIBANNER CON LINK Panel de acceso plastico 14x29 CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS"
MAT-PANEL-DE-ACCESO-PLASTICO-22X22,"CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS",Panel de acceso plástico 22x22,UND,452.60,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Panel de acceso plástico 22x22 CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS MINIBANNER CON LINK Panel de acceso plastico 22x22 CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS"
MAT-PANEL-DE-ACCESO-PLASTICO-6X9,"CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS",Panel de acceso plástico 6x9,UND,522.00,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Panel de acceso plástico 6x9 CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS MINIBANNER CON LINK Panel de acceso plastico 6x9 CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS"
MAT-FLOTA-DE-GOMA-PARA-EMPANETE,CONSTRUCCION LIGERA - HERRAMIENTAS,Flota de goma para empañete,UND,493.22,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Flota de goma para empañete CONSTRUCCION LIGERA - HERRAMIENTAS MINIBANNER CON LINK Flota de goma para empanete CONSTRUCCION LIGERA - HERRAMIENTAS
MAT-LLANA-11X4-1-2-EIFS,CONSTRUCCION LIGERA - HERRAMIENTAS,Llana 11x4 1/2 EIFS,UND,271.19,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Llana 11x4 1/2 EIFS CONSTRUCCION LIGERA - HERRAMIENTAS MINIBANNER CON LINK Llana 11x4 1/2 EIFS CONSTRUCCION LIGERA - HERRAMIENTAS
MAT-LLANA-INOXIDABLE-5X13-EIFS,CONSTRUCCION LIGERA - HERRAMIENTAS,Llana inoxidable 5x13 EIFS,UND,372.03,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Llana inoxidable 5x13 EIFS CONSTRUCCION LIGERA - HERRAMIENTAS MINIBANNER CON LINK Llana inoxidable 5x13 EIFS CONSTRUCCION LIGERA - HERRAMIENTAS
MAT-LLANA-DENTADA-1-4X1-4X1-1-2,CONSTRUCCION LIGERA - HERRAMIENTAS,Llana dentada 1/4x1/4x1 1/2,UND,326.27,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Llana dentada 1/4x1/4x1 1/2 CONSTRUCCION LIGERA - HERRAMIENTAS MINIBANNER CON LINK Llana dentada 1/4x1/4x1 1/2 CONSTRUCCION LIGERA - HERRAMIENTAS
MAT-PALETA-PARA-MEZCLA-EIFS,CONSTRUCCION LIGERA - HERRAMIENTAS,Paleta para mezcla EIFS,UND,918.49,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Paleta para mezcla EIFS CONSTRUCCION LIGERA - HERRAMIENTAS MINIBANNER CON LINK Paleta para mezcla EIFS CONSTRUCCION LIGERA - HERRAMIENTAS
MAT-BORDEADOR-2-ESQUINA-INTERIOR-EIFS,CONSTRUCCION LIGERA - HERRAMIENTAS,"Bordeador 2"" Esquina interior EIFS",UND,884.90,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Bordeador 2"" Esquina interior EIFS CONSTRUCCION LIGERA - HERRAMIENTAS MINIBANNER CON LINK Bordeador 2"" Esquina interior EIFS CONSTRUCCION LIGERA - HERRAMIENTAS"
MAT-BORDEADOR-2-ESQUINA-EXTERIOR-EIFS,CONSTRUCCION LIGERA - HERRAMIENTAS,"Bordeador 2"" Esquina exterior EIFS",UND,845.01,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Bordeador 2"" Esquina exterior EIFS CONSTRUCCION LIGERA - HERRAMIENTAS MINIBANNER CON LINK Bordeador 2"" Esquina exterior EIFS CONSTRUCCION LIGERA - HERRAMIENTAS"
MAT-BANDEJA-PLASTICA-12,CONSTRUCCION LIGERA - HERRAMIENTAS,"Bandeja Plastica 12""",UND,308.15,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Bandeja Plastica 12"" CONSTRUCCION LIGERA - HERRAMIENTAS MINIBANNER CON LINK Bandeja Plastica 12"" CONSTRUCCION LIGERA - HERRAMIENTAS"
MAT-BANDEJA-ACERO-INOXIDABLE-14,CONSTRUCCION LIGERA - HERRAMIENTAS,"Bandeja Acero inoxidable 14""",UND,843.75,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,"Bandeja Acero inoxidable 14"" CONSTRUCCION LIGERA - HERRAMIENTAS MINIBANNER CON LINK Bandeja Acero inoxidable 14"" CONSTRUCCION LIGERA - HERRAMIENTAS"
MAT-CUCHILLA-DE-CORTE-6-PARA-YESO,CONSTRUCCION LIGERA - HERRAMIENTAS,Cuchilla de corte 6 Para yeso,UND,268.20,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Cuchilla de corte 6 Para yeso CONSTRUCCION LIGERA - HERRAMIENTAS MINIBANNER CON LINK Cuchilla de corte 6 Para yeso CONSTRUCCION LIGERA - HERRAMIENTAS
MAT-CUCHILLA-DE-REEMPLAZO-6,CONSTRUCCION LIGERA - HERRAMIENTAS,Cuchilla de reemplazo 6,UND,7.96,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Cuchilla de reemplazo 6 CONSTRUCCION LIGERA - HERRAMIENTAS MINIBANNER CON LINK Cuchilla de reemplazo 6 CONSTRUCCION LIGERA - HERRAMIENTAS
MAT-ESPATULA-6-BLUE,CONSTRUCCION LIGERA - HERRAMIENTAS,Espatula 6 Blue,UND,291.04,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Espatula 6 Blue CONSTRUCCION LIGERA - HERRAMIENTAS MINIBANNER CON LINK Espatula 6 Blue CONSTRUCCION LIGERA - HERRAMIENTAS
MAT-ESPATULA-8-BLUE,CONSTRUCCION LIGERA - HERRAMIENTAS,Espatula 8 Blue,UND,330.17,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Espatula 8 Blue CONSTRUCCION LIGERA - HERRAMIENTAS MINIBANNER CON LINK Espatula 8 Blue CONSTRUCCION LIGERA - HERRAMIENTAS
MAT-ESPATULA-10-BLUE,CONSTRUCCION LIGERA - HERRAMIENTAS,Espatula 10 Blue,UND,366.85,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Espatula 10 Blue CONSTRUCCION LIGERA - HERRAMIENTAS MINIBANNER CON LINK Espatula 10 Blue CONSTRUCCION LIGERA - HERRAMIENTAS
MAT-ESPATULA-12-BLUE,CONSTRUCCION LIGERA - HERRAMIENTAS,Espatula 12 Blue,UND,457.49,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Espatula 12 Blue CONSTRUCCION LIGERA - HERRAMIENTAS MINIBANNER CON LINK Espatula 12 Blue CONSTRUCCION LIGERA - HERRAMIENTAS
MAT-ESPATULA-6-PARA-JUNTA-FLEXIBLE,CONSTRUCCION LIGERA - HERRAMIENTAS,Espatula 6 para junta flexible,UND,412.36,DOP,ConstruCosto.do Materiales e Insumos Santo Domingo MAYO26,2026-05-01,Espatula 6 para junta flexible CONSTRUCCION LIGERA - HERRAMIENTAS MINIBANNER CON LINK Espatula 6 para junta flexible CONSTRUCCION LIGERA - HERRAMIENTAS
